,review,label
1876,"yakusho , always , wonderful long faced sad sack chemistry shimizu believable",1
1877,"works , ' thanks huston ' revelatory performance",1
1878,ararat feels like book report,0
1879,"beautiful images solemn words disguise slack complacency lrb godard ' rrb vision , gorgeous piano strings soundtrack drown tinny self righteousness voice",0
1880,"tully many ways perfect festival film calm , self assured portrait small town regret , love , duty friendship appeals storytelling instincts slightly literate filmgoing audience",1
1881,' shame marvelous first <number> minutes combined misconceived final <number>,0
1882,surprisingly charming even witty match best hollywood ' comic book adaptations,1
1883,advice skip film pick soundtrack,0
1884,audacious impossible yet compelling,1
1885,quasi documentary french filmmaker karim dridi celebrates hardy spirit cuban music,1
1886,family fare,1
1887,"movie resolutely avoids comic possibilities situation , becomes one dumb high school comedy sex gags prom dates",0
1888,"one recent memory ' thoughtful films art , ethics , cost moral compromise",1
1889,"even ' agnostic carnivore , enjoy much jonah simply , gratefully , laugh loud lunacy pronounced monty pythonesque flavor",1
1890,one best growing strain daring films argue sexual relationship n't hurt anyone works participants relationship worthy respect,1
1891,set <number> harlem n't look much like anywhere new york,0
1892,"spirit season , assign one bright shining star roberto benigni ' pinocchio guarantee wise men following",0
1893,"evokes palpable sense disconnection , made poignant incessant use cell phones",1
1894,"crush cars , throw windows , electrocute dismember victims full consciousness",0
1895,"addition scoring high originality plot putting together familiar themes family , forgiveness love new way lilo stitch number assets commend movie audiences innocent jaded",1
1896,"perhaps ' cliche call film ` refreshing , '",1
1897,"predictable outcome globetrotters generals game , juwanna mann even ludicrous ' expect guy dress genre , personal low everyone involved",0
1898,almodovar imaginative teacher emotional intelligence engaging film two men discover william james called ` gift tears ',1
1899,"fantastically vital movie manages invest real humor , sensuality , sympathy story two adolescent boys",1
1900,"story far flung , illogical , plain stupid",0
1901,"lee seems expectant adoring , wide smiling reception",1
1902,"' arty jazzy people sit stare turn away one another instead talking ' silences ' ,",0
1903,old fashioned drama substance teacher ' slide slippery slope dishonesty encounter rich powerful nothing disdain virtue,1
1904,another useless recycling brutal mid ' <number> american sports movie,0
1905,kind movie leaves vague impressions nasty aftertaste little clear memory operational mechanics,0
1906,hartley adds enough quirky satirical touches screenplay keep film entertaining,1
1907,"literary desecrations go , makes perfectly acceptable , occasionally enjoyable children ' entertainment",1
1908,insufferable movie meant make think existential suffering,0
1909,"goofy , nutty , consistently funny",1
1910,"two big things missing anything approaching visceral kick , anything approaching even vague reason sit",0
1911,"` ` lilo stitch ' ' n't edgy piece disney animation hit silver screen , first film use watercolor background since ` ` dumbo ' ' certainly ranks original years",1
1912,"definite weaknesses like rather unbelievable love interest meandering ending ' <number> caper film riveting , brisk delight",1
1913,"' talking head documentary , great one",1
1914,extremely unpleasant film,0
1915,"director juan jose campanella could turned argentine retread ` ` iris ' ' ` ` american beauty , ' ' instead pulls little film creates something beautiful either films",1
1916,good enough pass litmus test generation gap bad enough repulse generation fans,0
1917,"seeing film , tell ' reason anyone bother remembering",0
1918,"stars schticky chris rock stolid anthony hopkins , seem barely movie",0
1919,"merely lrb literally rrb tosses around sex toys offers half hearted paeans empowerment repeatedly undercut brutality jokes , women ' expense",0
1920,terrible,0
1921,"throwing everything except someone pulling pin grenade teeth , windtalkers seems ransacked every old world war ii movie overly familiar material",0
1922,chai ' structure pacing disconcertingly slack,0
1923,grew scooby ' love movie,1
1924,"enjoyably fast moving , hard hitting documentary",1
1925,"come family eats , meddles , argues , laughs , kibbitzes fights together , go see delightful comedy",1
1926,"director mostly plays straight , turning leys ' fable listless climb social ladder",0
1927,millions dollars heaped upon project vast proportions need reap rewards spiffy bluescreen technique stylish weaponry,0
1928,"film n't even passing mention political prisoners , poverty boat loads people try escape country less documentary propaganda way valentine sealed kiss",0
1929,' depressing see far herzog fallen,0
1930,"episodes work , n't",0
1931,"like new england characters , wander thick clouds denial , movie eventually gets around real emotional business , striking deep chords sadness",1
1932,"disquieting relatively gore free allusions serial murders , falls attempts humanize subject",0
1933,"film empty , fetishistic violence murder casual fun",0
1934,"search something different , wendigo genuinely bone chilling tale",1
1935,disappointing comparison recent war movies john woo flick matter,0
1936,"' familiar story , one presented great sympathy intelligence",1
1937,becomes fascinating study isolation frustration successfully recreates physical setting emotional tensions papin sisters,1
1938,murderous maids pulls punches depiction lives papin sister events led notorious rise infamy,1
1939,"' nearly fresh enjoyable predecessor , enough high points keep complete waste time",1
1940,movie n't add anything fresh myth,0
1941,n't stealing harvard horrible movie grand failure !,0
1942,script falls back many tried true shenanigans hardly distinguish next teen comedy,0
1943,rote exercise animation storytelling,0
1944,"latest effort , storytelling , solondz finally made movie n't offensive also happens good",1
1945,"enough bad movie , mediocre",0
1946,"smart , sassy exceptionally charming romantic comedy",1
1947,"stuffy , full , morally ambiguous nothing shout",0
1948,"reyes ' directorial debut good things offer , ultimately ' undone sloppy script",0
1949,wears heart sleeve gaudy hawaiian shirt,0
1950,"' spectacular performance ahem , hope ' acting",1
1951,"film ' considered approach subject matter calm thoughtful agitprop , thinness characterizations makes failure straight drama '",0
1952,"symbolically , warm water red bridge celebration feminine energy , tribute power women heal",1
1953,"come away film overwhelmed , hopeful , perhaps paradoxically , illuminated",1
1954,equlibrium could pass thirteen year old ' book report totalitarian themes <number> farenheit <number>,0
1955,film delicate interpersonal dances,1
1956,lrb westbrook rrb makes wonderful subject camera,1
1957,cusack ' brilliant,1
1958,bewilderingly brilliant entertaining movie,1
1959,"never lets go emotions , taking surprising highs , sorrowful lows hidden impulsive niches gorgeous , passionate , times uncommonly moving",1
1960,"films captured chaos urban conflagration fury , audience members leave feeling shaken nesbitt ' cooper looks bullets stop flying",1
1961,ferrara ' best film years,1
1962,"poignancy jostling farce , thoughtful dialogue elbowed aside one liners , visual style incorporates rotoscope animation apparent reason except , maybe , looks neat",0
1963,"watching war photographer , come believe nachtwey hates wars shows empathizes victims reveals",1
